"Version (0 = Fixed Task)","Task","Concept","Input Planning Assistance:","Advertising:","Proximity to data points:","Mobile App Availability:","Price"
104,12,2,2,1,1,2,3
104,12,3,1,3,4,1,5
105,1,1,2,1,2,1,5
105,1,2,2,4,3,2,4
105,1,3,1,2,4,2,2
105,2,1,1,3,1,1,1
105,2,2,1,4,4,1,2
105,2,3,2,2,2,2,3
105,3,1,1,1,3,1,3
105,3,2,2,2,4,1,4
105,3,3,2,3,1,2,5
105,4,1,1,3,2,2,2
105,4,2,2,4,3,1,1
105,4,3,1,1,1,2,4
105,5,1,2,1,2,1,2
105,5,2,1,4,3,2,5
105,5,3,1,2,1,2,1
105,6,1,2,4,1,1,2
105,6,2,1,1,2,2,1
105,6,3,2,3,4,1,3
105,7,1,2,2,4,2,5
105,7,2,1,4,1,1,4
105,7,3,1,3,3,1,3
105,8,1,2,2,2,2,3
105,8,2,2,3,3,2,4
105,8,3,1,1,4,1,1
105,9,1,1,4,2,2,3
105,9,2,2,1,4,2,2
105,9,3,1,2,1,1,5
105,10,1,2,1,2,1,4
105,10,2,1,2,1,2,2
105,10,3,2,3,3,1,1
105,11,1,2,4,4,2,5
105,11,2,2,2,1,1,1
105,11,3,1,3,3,1,2
105,12,1,1,1,3,2,3
105,12,2,2,4,2,1,5
105,12,3,1,3,4,2,4
106,1,1,2,1,1,2,2
106,1,2,1,2,4,1,3
106,1,3,1,3,2,1,5
106,2,1,1,1,4,1,4
106,2,2,2,3,2,2,3
106,2,3,2,4,3,2,1
106,3,1,2,2,3,1,4
106,3,2,2,3,4,2,1
106,3,3,1,4,1,2,5
106,4,1,1,4,2,1,2
106,4,2,1,2,1,1,3
106,4,3,2,1,3,2,5
106,5,1,2,3,1,1,2
106,5,2,1,1,2,1,1
106,5,3,1,2,3,2,4
106,6,1,1,1,3,1,5
106,6,2,2,4,4,2,2
106,6,3,2,2,2,2,4
106,7,1,2,2,3,1,2
106,7,2,2,4,1,1,3
106,7,3,1,3,4,2,1
106,8,1,2,1,4,1,1
106,8,2,1,3,2,2,5
106,8,3,1,4,1,2,4
106,9,1,1,2,3,2,1
106,9,2,1,4,4,1,3
106,9,3,2,1,1,2,5
106,10,1,1,2,4,2,2
106,10,2,2,4,3,1,3
106,10,3,2,3,2,1,4
106,11,1,2,2,4,1,5
106,11,2,2,3,1,2,3
106,11,3,1,1,2,1,2
106,12,1,1,4,2,2,1
106,12,2,2,1,1,1,4
106,12,3,1,3,3,2,5
107,1,1,1,4,4,1,4
107,1,2,1,2,1,1,1
107,1,3,2,1,2,2,3
107,2,1,1,2,2,1,3
107,2,2,2,3,3,2,2
107,2,3,2,4,4,2,4
107,3,1,2,2,2,1,2
107,3,2,2,1,3,2,1
107,3,3,1,3,1,1,5
107,4,1,2,3,4,1,1
107,4,2,1,1,1,2,4
107,4,3,1,4,3,2,2
107,5,1,1,1,4,2,3
107,5,2,2,2,1,2,1
107,5,3,2,4,3,1,5
107,6,1,1,3,2,1,4
107,6,2,2,2,4,2,5
107,6,3,1,1,3,1,3
107,7,1,1,2,3,2,4
107,7,2,1,4,2,2,1
107,7,3,2,3,1,1,2
107,8,1,2,4,4,1,2
107,8,2,2,1,2,1,5
107,8,3,1,3,1,2,3
107,9,1,2,4,1,2,3
107,9,2,1,1,4,1,2
107,9,3,2,3,2,2,4
107,10,1,1,4,1,1,4
107,10,2,1,2,3,1,1
107,10,3,2,1,4,2,5
107,11,1,2,3,3,1,3
107,11,2,1,2,2,2,2
107,11,3,2,1,1,1,1
107,12,1,1,4,3,2,2
107,12,2,2,2,2,1,3
107,12,3,1,3,4,2,5
108,1,1,2,2,3,2,4
108,1,2,1,3,1,1,5
108,1,3,2,4,2,2,1
108,2,1,2,2,1,2,2
108,2,2,1,4,3,1,5
108,2,3,1,1,4,1,1
108,3,1,2,3,4,1,4
108,3,2,1,2,1,2,5
108,3,3,1,1,2,2,3
108,4,1,2,3,2,1,1
108,4,2,2,1,3,1,2
108,4,3,1,4,4,2,3
108,5,1,2,3,2,2,2
108,5,2,2,4,1,1,3
108,5,3,1,2,4,1,4
108,6,1,1,1,3,2,4
108,6,2,1,3,1,2,1
108,6,3,2,4,2,1,5
108,7,1,1,3,2,1,3
108,7,2,1,1,3,1,2
108,7,3,2,2,4,2,1
108,8,1,1,2,3,1,5
108,8,2,2,1,1,2,4
108,8,3,2,4,4,2,3
108,9,1,1,3,4,2,2
108,9,2,2,1,2,2,5
108,9,3,2,4,3,1,1
108,10,1,2,3,3,2,3
108,10,2,1,2,1,1,4
108,10,3,1,4,2,1,1
108,11,1,1,2,1,2,2
108,11,2,1,4,2,2,5
108,11,3,2,1,4,1,4
108,12,1,2,3,1,1,2
108,12,2,2,2,4,1,5
108,12,3,1,1,3,2,1
109,1,1,1,1,4,1,3
109,1,2,2,2,2,2,4
109,1,3,1,3,3,1,5
109,2,1,2,1,3,2,2
109,2,2,1,2,2,1,3
109,2,3,2,4,1,2,4
109,3,1,2,4,1,1,5
109,3,2,1,3,4,2,1
109,3,3,2,2,3,2,3
109,4,1,1,4,4,1,2
109,4,2,1,3,2,1,4
109,4,3,2,1,1,2,1
109,5,1,2,4,3,1,4
109,5,2,1,1,1,2,5
109,5,3,2,2,4,1,1
109,6,1,1,3,2,2,2
109,6,2,2,1,1,1,3
109,6,3,1,4,4,2,4
109,7,1,1,2,2,1,1
109,7,2,1,4,1,2,3
109,7,3,2,3,3,2,5
109,8,1,2,3,3,1,3
109,8,2,2,1,2,1,2
109,8,3,1,2,4,2,5
109,9,1,2,4,2,2,2
109,9,2,1,3,1,1,1
109,9,3,1,1,3,1,4
109,10,1,2,3,2,2,4
109,10,2,1,4,1,1,2
109,10,3,2,2,4,2,3
109,11,1,1,2,3,2,1
109,11,2,1,4,2,1,3
109,11,3,2,1,4,1,5
109,12,1,2,3,4,2,1
109,12,2,1,2,1,1,2
109,12,3,2,1,3,2,4
110,1,1,2,2,1,1,4
110,1,2,1,1,2,2,5
110,1,3,2,4,3,1,1
110,2,1,1,3,4,2,3
110,2,2,2,2,2,1,5
110,2,3,1,4,3,2,2
110,3,1,2,4,2,2,1
110,3,2,1,1,4,1,2
110,3,3,2,3,1,2,5
110,4,1,1,3,3,1,4
110,4,2,1,1,4,1,1
110,4,3,2,2,1,2,3
110,5,1,2,3,4,1,2
110,5,2,1,4,3,1,5
110,5,3,1,1,1,2,3
110,6,1,2,2,2,2,4
110,6,2,2,4,4,2,2
110,6,3,1,3,1,1,1
110,7,1,1,1,2,2,4
110,7,2,2,2,3,1,3
110,7,3,1,4,1,2,5
110,8,1,2,1,2,1,5
110,8,2,1,2,3,2,2
110,8,3,2,3,4,1,4
110,9,1,1,3,2,1,3
110,9,2,2,1,1,2,1
110,9,3,1,4,4,2,4
110,10,1,2,4,1,1,1
110,10,2,1,1,4,2,3
110,10,3,2,2,3,1,2
110,11,1,2,3,3,2,5
110,11,2,1,2,2,1,1
110,11,3,2,4,4,1,3
110,12,1,1,3,2,2,2
110,12,2,2,1,1,1,4
110,12,3,1,2,3,2,5
111,1,1,2,1,2,2,2
111,1,2,1,2,4,1,5
111,1,3,1,4,1,1,4
111,2,1,2,2,4,2,2
111,2,2,1,1,2,1,3
111,2,3,2,3,3,2,1
111,3,1,2,4,3,1,5
111,3,2,2,2,2,2,1
111,3,3,1,3,1,2,3
111,4,1,1,3,3,1,4
111,4,2,2,4,4,2,3
111,4,3,1,1,1,1,2
111,5,1,1,4,4,2,4
111,5,2,1,1,3,2,1
111,5,3,2,3,2,1,5
111,6,1,1,4,2,2,4
111,6,2,2,2,1,1,3
111,6,3,2,1,4,1,1
111,7,1,2,3,1,2,2
111,7,2,2,4,2,1,3
111,7,3,1,2,3,1,5
111,8,1,1,2,1,2,5
111,8,2,1,3,4,2,1
111,8,3,2,1,3,1,2
111,9,1,1,4,2,1,1
111,9,2,2,1,3,2,4
111,9,3,1,2,4,1,2
111,10,1,2,2,2,2,4
111,10,2,1,4,3,1,3
111,10,3,2,3,1,2,5
111,11,1,2,4,3,2,1
111,11,2,2,3,4,1,4
111,11,3,1,1,1,2,5
111,12,1,2,2,4,2,3
111,12,2,1,3,2,1,2
111,12,3,1,1,1,1,1
112,1,1,2,1,4,1,5
112,1,2,1,3,3,2,3
112,1,3,2,4,1,1,2
112,2,1,1,4,4,2,5
112,2,2,2,3,3,1,3
112,2,3,1,2,2,2,4
112,3,1,2,1,2,2,2
112,3,2,1,2,1,1,4
112,3,3,1,3,4,1,1
112,4,1,2,2,1,2,1
112,4,2,2,4,3,2,2
112,4,3,1,1,2,1,3
112,5,1,1,1,3,2,4
112,5,2,2,3,2,1,5
112,5,3,1,2,4,1,2
112,6,1,1,2,3,1,1
112,6,2,2,4,1,2,3
112,6,3,2,1,4,2,5
112,7,1,1,3,1,2,2
112,7,2,1,1,3,2,3
112,7,3,2,4,2,1,4
112,8,1,2,3,1,1,4
112,8,2,2,2,4,1,5
112,8,3,1,4,2,2,1
112,9,1,2,2,2,2,1
112,9,2,1,4,1,1,5
112,9,3,1,3,4,2,4
112,10,1,2,4,4,1,4
112,10,2,2,1,3,1,2
112,10,3,1,2,1,2,3
112,11,1,1,4,4,2,2
112,11,2,1,1,3,1,1
112,11,3,2,3,2,2,5
112,12,1,1,1,2,2,5
112,12,2,2,3,1,1,1
112,12,3,2,2,3,1,3
113,1,1,1,3,2,1,3
113,1,2,2,1,1,2,4
113,1,3,2,4,3,2,2
113,2,1,2,1,2,2,3
113,2,2,1,2,4,1,4
113,2,3,1,4,1,1,5
113,3,1,1,3,3,2,1
113,3,2,2,1,1,1,4
113,3,3,2,2,4,1,2
113,4,1,1,2,3,2,5
113,4,2,2,4,2,1,1
113,4,3,1,3,4,2,3
113,5,1,2,1,4,2,1
113,5,2,2,4,3,2,4
113,5,3,1,3,2,1,2
113,6,1,2,3,3,2,5
113,6,2,1,2,1,1,2
113,6,3,1,1,4,1,3
113,7,1,1,4,2,1,5
113,7,2,2,3,3,1,4
113,7,3,2,2,1,2,3
113,8,1,1,4,1,2,2
113,8,2,1,1,4,2,4
113,8,3,2,2,2,1,1
113,9,1,2,2,2,2,2
113,9,2,1,4,3,1,3
113,9,3,2,1,4,1,5
113,10,1,2,4,4,1,3
113,10,2,1,3,1,2,1
113,10,3,1,2,2,2,4
113,11,1,2,3,1,2,5
113,11,2,2,4,4,2,1
113,11,3,1,1,3,1,2
113,12,1,2,2,3,2,3
113,12,2,1,1,1,1,1
113,12,3,1,3,2,1,4
114,1,1,2,1,2,2,3
114,1,2,2,3,1,1,2
114,1,3,1,2,4,2,5
114,2,1,1,4,3,1,5
114,2,2,2,3,4,2,2
114,2,3,1,2,1,1,4
114,3,1,1,4,2,2,1
114,3,2,2,1,3,1,5
114,3,3,1,3,4,1,3
114,4,1,1,2,3,1,1
114,4,2,1,1,2,2,2
114,4,3,2,4,1,2,4
114,5,1,2,2,2,1,5
114,5,2,1,3,3,2,4
114,5,3,2,1,1,1,1
114,6,1,1,1,1,1,3
114,6,2,2,4,4,2,2
114,6,3,2,2,3,2,1
114,7,1,1,2,1,2,3
114,7,2,2,3,2,1,2
114,7,3,1,4,4,2,5
114,8,1,1,1,2,2,5
114,8,2,2,4,3,1,4
114,8,3,2,3,4,1,1
114,9,1,1,2,4,1,4
114,9,2,2,4,2,1,3
114,9,3,1,3,3,2,2
114,10,1,2,2,4,2,3
114,10,2,1,4,3,1,2
114,10,3,2,1,1,2,4
114,11,1,2,3,1,1,5
114,11,2,1,1,2,2,1
114,11,3,2,2,3,2,3
114,12,1,1,1,4,1,2
114,12,2,2,4,1,2,1
114,12,3,1,3,2,1,4
115,1,1,2,2,2,1,2
115,1,2,1,3,4,2,1
115,1,3,1,4,1,2,5
115,2,1,1,3,2,2,3
115,2,2,2,2,4,1,4
115,2,3,2,1,3,1,5
115,3,1,1,4,1,1,3
115,3,2,2,1,3,2,4
115,3,3,2,3,2,2,5
115,4,1,1,2,3,1,1
115,4,2,2,1,1,2,2
115,4,3,1,4,4,1,5
115,5,1,2,3,3,1,3
115,5,2,2,4,2,1,1
115,5,3,1,2,1,2,2
115,6,1,1,1,4,2,4
115,6,2,2,2,1,1,5
115,6,3,1,4,3,2,1
115,7,1,2,1,4,1,3
115,7,2,1,2,1,1,2
115,7,3,1,3,2,2,4
115,8,1,2,4,4,2,2
115,8,2,2,3,3,2,3
115,8,3,1,1,2,1,5
115,9,1,1,3,1,1,3
115,9,2,1,2,4,2,1
115,9,3,2,4,2,1,4
115,10,1,1,3,4,1,1
115,10,2,2,2,2,2,4
115,10,3,2,1,3,2,5
115,11,1,1,1,3,1,2
115,11,2,2,3,4,1,5
115,11,3,2,4,1,2,1
115,12,1,2,1,1,1,4
115,12,2,1,2,3,2,2
115,12,3,1,4,2,2,3
116,1,1,2,3,4,2,2
116,1,2,1,4,3,1,4
116,1,3,2,2,2,1,1
116,2,1,1,3,3,2,4
116,2,2,1,1,1,2,3
116,2,3,2,2,4,1,5
116,3,1,2,3,3,1,1
116,3,2,1,1,2,1,2
116,3,3,2,4,1,2,5
116,4,1,1,2,1,2,5
116,4,2,1,1,4,2,3
116,4,3,2,4,2,1,2
116,5,1,1,4,3,1,3
116,5,2,2,1,4,2,1
116,5,3,1,3,1,1,4
116,6,1,1,4,4,1,1
116,6,2,2,3,1,2,2
116,6,3,2,2,2,2,3
116,7,1,1,1,2,2,5
116,7,2,2,3,1,1,3
116,7,3,2,2,3,1,4
116,8,1,2,1,2,1,1
116,8,2,1,2,3,2,5
116,8,3,1,4,4,2,4
116,9,1,1,3,2,2,5
116,9,2,1,2,1,1,1
116,9,3,2,4,3,2,2
116,10,1,2,3,3,1,2
116,10,2,1,4,2,2,4
116,10,3,2,1,4,1,3
116,11,1,1,3,3,1,5
116,11,2,1,1,1,1,2
116,11,3,2,2,4,2,4
116,12,1,2,4,4,2,5
116,12,2,2,1,1,2,1
116,12,3,1,2,2,1,3
117,1,1,2,4,1,1,4
117,1,2,1,2,4,1,2
117,1,3,1,3,3,2,1
117,2,1,1,4,4,1,5
117,2,2,2,1,2,2,3
117,2,3,2,3,1,2,2
117,3,1,1,4,1,2,3
117,3,2,2,1,3,1,4
117,3,3,1,2,2,2,1
117,4,1,1,3,4,2,4
117,4,2,2,1,3,1,1
117,4,3,2,2,2,1,5
117,5,1,2,3,4,1,1
117,5,2,2,2,3,2,3
117,5,3,1,1,2,1,2
117,6,1,2,3,2,1,3
117,6,2,1,4,1,2,2
117,6,3,1,1,3,2,5
117,7,1,2,4,4,2,2
117,7,2,1,2,1,1,4
117,7,3,2,3,2,2,5
117,8,1,2,2,1,2,4
117,8,2,1,1,4,1,1
117,8,3,1,4,3,1,3
117,9,1,2,4,2,1,4
117,9,2,1,2,1,1,5
117,9,3,1,3,3,2,1
117,10,1,2,4,1,2,1
117,10,2,1,3,2,1,2
117,10,3,2,1,4,2,3
117,11,1,1,1,4,1,4
117,11,2,2,2,3,2,2
117,11,3,2,3,1,1,5
117,12,1,2,4,3,1,5
117,12,2,1,1,2,2,4
117,12,3,1,2,4,2,3
118,1,1,1,3,1,1,3
118,1,2,2,1,2,2,2
118,1,3,2,2,4,1,1
118,2,1,1,4,3,2,1
118,2,2,2,1,1,1,3
118,2,3,1,3,4,2,5
118,3,1,2,2,3,2,4
118,3,2,1,1,1,2,1
118,3,3,1,4,2,1,2
118,4,1,1,3,3,2,3
118,4,2,2,2,4,1,2
118,4,3,2,4,2,1,5
118,5,1,1,2,1,1,2
118,5,2,2,3,2,2,4
118,5,3,1,1,3,1,5
118,6,1,2,4,4,2,3
118,6,2,2,1,1,2,4
118,6,3,1,2,2,1,1
118,7,1,2,4,3,2,1
118,7,2,1,2,2,2,5
118,7,3,1,3,4,1,4
118,8,1,2,4,1,1,1
118,8,2,2,1,3,1,3
118,8,3,1,3,4,2,2
118,9,1,2,1,4,2,5
118,9,2,2,3,2,1,3
118,9,3,1,4,3,1,4
118,10,1,2,3,4,1,1
118,10,2,1,4,2,2,3
118,10,3,1,2,1,2,2
118,11,1,1,4,4,1,4
118,11,2,1,1,1,1,5
118,11,3,2,2,3,2,2
118,12,1,2,1,2,2,2
118,12,2,2,3,1,2,4
118,12,3,1,2,3,1,3
119,1,1,2,2,4,1,5
119,1,2,2,3,3,1,2
119,1,3,1,1,2,2,1
119,2,1,1,1,3,2,4
119,2,2,2,2,2,1,1
119,2,3,1,4,1,2,5
119,3,1,2,4,1,1,3
119,3,2,1,3,4,2,1
119,3,3,1,1,3,1,2
119,4,1,2,3,1,2,5
119,4,2,2,2,4,2,3
119,4,3,1,4,2,1,4
119,5,1,2,1,4,1,4
119,5,2,2,4,3,2,5
119,5,3,1,3,1,1,3
119,6,1,1,2,2,2,1
119,6,2,2,4,4,1,2
119,6,3,1,3,3,2,5
119,7,1,1,4,4,2,2
119,7,2,2,2,2,2,4
119,7,3,1,1,1,1,1
119,8,1,2,1,3,1,5
119,8,2,2,3,2,1,3
119,8,3,1,2,1,2,4
119,9,1,2,3,1,1,1
119,9,2,1,4,2,1,2
119,9,3,1,1,4,2,3
119,10,1,2,1,1,2,2
119,10,2,1,3,4,1,5
119,10,3,2,2,3,2,3
119,11,1,2,3,1,2,2
119,11,2,1,2,3,1,4
119,11,3,2,4,2,2,1
119,12,1,1,2,4,1,3
119,12,2,1,4,3,1,1
119,12,3,2,1,2,2,4
120,1,1,2,2,1,1,5
120,1,2,1,3,2,2,3
120,1,3,2,1,4,1,1
120,2,1,2,3,2,1,4
120,2,2,1,4,3,2,5
120,2,3,1,1,4,2,2
120,3,1,2,4,3,2,3
120,3,2,1,2,1,1,2
120,3,3,1,1,2,1,5
120,4,1,1,4,1,1,4
120,4,2,2,2,3,2,1
120,4,3,2,3,4,2,5
120,5,1,2,4,2,1,3
120,5,2,2,3,3,1,2
120,5,3,1,1,1,2,1
120,6,1,1,2,4,2,4
120,6,2,2,1,3,1,3
120,6,3,1,3,2,2,2
120,7,1,1,3,3,1,1
120,7,2,1,2,4,1,5
120,7,3,2,4,1,2,4
120,8,1,2,2,2,2,5
120,8,2,2,1,4,2,4
120,8,3,1,4,1,1,3
120,9,1,1,1,3,2,3
120,9,2,1,3,1,2,1
120,9,3,2,4,4,1,2
120,10,1,2,1,1,1,5
120,10,2,1,3,3,2,4
120,10,3,2,2,2,1,1
120,11,1,2,3,1,2,1
120,11,2,1,4,2,2,2
120,11,3,2,2,4,1,4
120,12,1,1,2,3,1,2
120,12,2,2,4,4,2,3
120,12,3,1,1,2,1,5
121,1,1,2,3,3,1,4
121,1,2,1,4,4,1,1
121,1,3,1,2,1,2,3
121,2,1,2,2,3,2,1
121,2,2,2,1,2,2,2
121,2,3,1,3,4,1,5
121,3,1,1,3,4,2,2
121,3,2,1,1,2,1,3
121,3,3,2,4,1,2,5
121,4,1,2,2,2,1,2
121,4,2,1,4,3,2,5
121,4,3,2,1,1,1,4
121,5,1,1,3,2,1,4
121,5,2,2,1,4,2,1
121,5,3,1,2,1,2,3
121,6,1,2,4,3,1,2
121,6,2,2,3,4,1,3
121,6,3,1,2,2,2,5
121,7,1,1,1,3,1,1
121,7,2,2,3,2,2,5
121,7,3,2,4,1,2,4
121,8,1,1,1,1,1,2
121,8,2,2,2,3,2,3
121,8,3,1,4,4,1,1
121,9,1,2,4,2,1,1
121,9,2,1,1,4,2,4
121,9,3,2,2,1,1,5
121,10,1,1,3,3,2,4
121,10,2,1,4,2,2,3
121,10,3,2,2,4,1,2
121,11,1,2,1,3,2,2
121,11,2,1,3,1,1,3
121,11,3,1,2,4,2,1
121,12,1,2,3,3,1,4
121,12,2,2,1,2,1,3
121,12,3,1,4,1,2,5
122,1,1,2,3,2,2,1
122,1,2,2,1,4,2,5
122,1,3,1,2,3,1,4
122,2,1,1,4,1,1,2
122,2,2,1,1,3,1,5
122,2,3,2,3,4,2,3
122,3,1,1,2,1,2,1
122,3,2,2,3,3,2,2
122,3,3,2,4,2,1,4
122,4,1,1,2,2,1,2
122,4,2,1,4,4,1,3
122,4,3,2,1,1,2,1
122,5,1,2,2,1,1,5
122,5,2,2,4,3,1,1
122,5,3,1,1,2,2,4
122,6,1,2,1,1,1,3
122,6,2,1,3,4,2,2
122,6,3,1,4,3,2,5
122,7,1,2,2,4,2,4
122,7,2,1,3,2,1,1
122,7,3,2,4,1,2,2
122,8,1,2,2,2,2,3
122,8,2,1,3,4,1,5
122,8,3,1,1,3,1,4
122,9,1,1,1,3,2,3
122,9,2,2,3,1,1,4
122,9,3,2,4,4,1,5
122,10,1,1,4,1,2,4
122,10,2,2,1,4,1,1
122,10,3,1,2,2,2,2
122,11,1,1,3,2,2,1
122,11,2,1,1,1,1,2
122,11,3,2,2,3,1,5
122,12,1,2,4,3,2,3
122,12,2,1,2,4,1,4
122,12,3,2,3,2,2,5
123,1,1,1,3,1,1,3
123,1,2,2,4,2,1,1
123,1,3,2,1,4,2,2
123,2,1,1,2,3,2,1
123,2,2,1,1,2,2,5
123,2,3,2,3,1,1,2
123,3,1,2,3,1,2,1
123,3,2,1,4,4,2,3
123,3,3,2,2,3,1,4
123,4,1,2,4,4,2,4
123,4,2,1,2,2,1,3
123,4,3,1,1,3,1,2
123,5,1,1,4,2,1,4
123,5,2,2,2,3,2,2
123,5,3,1,3,4,1,5
123,6,1,1,3,3,1,3
123,6,2,2,2,4,2,1
123,6,3,2,1,1,2,5
123,7,1,1,1,1,2,4
123,7,2,2,2,4,1,3
123,7,3,2,4,2,1,5
123,8,1,1,3,1,2,3
123,8,2,1,4,3,2,1
123,8,3,2,1,2,1,2
123,9,1,2,3,3,2,4
123,9,2,1,2,1,1,1
123,9,3,1,4,4,2,2
123,10,1,2,1,2,1,5
123,10,2,1,2,1,2,2
123,10,3,2,4,3,1,1
123,11,1,1,2,1,1,5
123,11,2,1,1,2,2,4
123,11,3,2,3,4,1,3
123,12,1,2,4,2,2,3
123,12,2,2,3,3,2,5
123,12,3,1,1,4,1,1
124,1,1,1,1,3,1,3
124,1,2,1,3,2,2,2
124,1,3,2,4,1,1,4
124,2,1,1,4,3,1,2
124,2,2,2,1,1,2,1
124,2,3,2,2,4,2,5
124,3,1,1,2,4,2,5
124,3,2,2,1,3,2,3
124,3,3,2,3,2,1,4
124,4,1,1,4,1,1,4
124,4,2,2,2,2,2,2
124,4,3,1,3,4,1,1
124,5,1,1,4,2,2,5
124,5,2,2,2,1,1,3
124,5,3,2,1,4,1,2
124,6,1,2,2,2,1,1
124,6,2,1,1,4,2,3
124,6,3,1,3,3,2,4
124,7,1,1,4,1,2,1
124,7,2,1,2,2,1,4
124,7,3,2,3,3,1,2
124,8,1,1,1,3,1,1
124,8,2,2,4,4,2,4
124,8,3,2,3,1,2,5
124,9,1,1,4,3,1,5
124,9,2,1,3,4,1,2
124,9,3,2,1,1,2,3
124,10,1,2,2,2,2,1
124,10,2,1,3,1,1,5
124,10,3,2,4,3,2,2
124,11,1,2,4,1,1,2
124,11,2,2,1,4,1,4
124,11,3,1,2,2,2,3
124,12,1,2,3,2,1,3
124,12,2,1,2,3,2,4
124,12,3,1,1,4,2,5
125,1,1,1,4,4,1,3
125,1,2,2,3,3,2,1
125,1,3,1,1,2,2,2
125,2,1,1,3,2,2,1
125,2,2,2,2,1,1,4
125,2,3,2,1,3,1,5
125,3,1,2,4,4,2,4
125,3,2,1,2,1,1,2
125,3,3,2,1,2,1,1
125,4,1,2,3,4,1,3
125,4,2,1,4,1,2,1
125,4,3,1,2,3,2,5
125,5,1,2,3,1,2,2
125,5,2,1,4,2,1,5
125,5,3,1,1,4,2,4
125,6,1,2,2,3,1,3
125,6,2,2,4,4,1,1
125,6,3,1,3,2,2,4
125,7,1,2,4,2,2,2
125,7,2,2,1,1,2,5
125,7,3,1,2,3,1,3
125,8,1,1,3,4,1,2
125,8,2,1,1,1,1,1
125,8,3,2,2,3,2,5
125,9,1,2,2,4,2,2
125,9,2,2,1,2,1,4
125,9,3,1,4,1,2,3
125,10,1,1,3,3,1,5
125,10,2,1,2,1,1,4
125,10,3,2,4,2,2,3
125,11,1,1,3,4,2,1
125,11,2,2,1,3,1,2
125,11,3,1,4,2,1,5
125,12,1,1,2,4,1,1
125,12,2,2,1,1,2,3
125,12,3,2,3,3,2,4
126,1,1,2,3,1,1,5
126,1,2,1,2,2,2,3
126,1,3,1,1,3,2,2
126,2,1,2,2,2,1,2
126,2,2,2,4,4,1,4
126,2,3,1,1,3,2,1
126,3,1,1,3,1,1,3
126,3,2,2,4,4,2,5
126,3,3,2,2,3,1,1
126,4,1,1,1,4,2,5
126,4,2,2,4,1,1,1
126,4,3,1,3,2,2,4
126,5,1,1,4,3,1,2
126,5,2,1,1,2,1,3
126,5,3,2,2,1,2,4
126,6,1,2,2,2,2,5
126,6,2,1,4,3,1,4
126,6,3,2,3,4,2,1
126,7,1,1,3,1,2,2
126,7,2,2,4,3,2,1
126,7,3,2,1,4,1,3
126,8,1,1,3,2,1,5
126,8,2,2,1,1,2,4
126,8,3,1,2,4,1,2
126,9,1,1,2,4,2,4
126,9,2,2,3,2,1,1
126,9,3,1,4,3,2,3
126,10,1,1,4,2,2,2
126,10,2,2,3,3,1,3
126,10,3,2,1,1,1,5
126,11,1,2,4,2,1,4
126,11,2,1,2,1,1,1
126,11,3,2,1,4,2,2
126,12,1,1,1,4,2,1
126,12,2,2,3,3,1,5
126,12,3,1,2,1,2,3
127,1,1,1,4,4,1,5
127,1,2,2,2,3,2,3
127,1,3,1,1,2,1,4
127,2,1,2,4,2,2,5
127,2,2,2,3,1,2,2
127,2,3,1,1,3,1,4
127,3,1,1,1,2,1,1
127,3,2,1,3,1,2,3
127,3,3,2,2,4,1,2
127,4,1,1,4,1,1,2
127,4,2,2,2,4,2,5
127,4,3,2,3,3,2,4
127,5,1,1,2,3,2,1
127,5,2,2,4,4,1,3
127,5,3,2,1,2,2,2
127,6,1,2,4,2,2,1
127,6,2,1,3,1,1,5
127,6,3,1,2,4,1,4
127,7,1,1,3,3,2,2
127,7,2,2,1,1,1,3
127,7,3,1,4,4,2,5
127,8,1,2,2,1,1,1
127,8,2,2,3,3,1,4
127,8,3,1,1,2,2,3
127,9,1,1,4,1,2,4
127,9,2,2,2,2,1,5
127,9,3,1,3,4,1,3
127,10,1,1,2,2,1,2
127,10,2,2,3,4,2,4
127,10,3,2,1,3,2,1
127,11,1,1,1,1,2,5
127,11,2,2,4,3,1,2
127,11,3,1,3,2,1,1
127,12,1,2,4,1,2,3
127,12,2,2,2,4,2,2
127,12,3,1,1,3,1,5
128,1,1,1,2,3,2,3
128,1,2,2,1,1,1,4
128,1,3,1,4,4,1,1
128,2,1,2,3,2,2,1
128,2,2,2,2,1,2,5
128,2,3,1,1,4,1,2
128,3,1,2,2,1,1,1
128,3,2,1,3,3,2,4
128,3,3,2,4,2,1,3
128,4,1,2,3,4,1,3
128,4,2,1,1,3,2,5
128,4,3,1,4,2,2,4
128,5,1,2,4,3,1,5
128,5,2,2,1,4,2,1
128,5,3,1,3,1,2,2
128,6,1,1,1,1,1,2
128,6,2,2,4,3,2,3
128,6,3,1,2,2,1,4
128,7,1,1,4,3,1,1
128,7,2,1,2,4,2,3
128,7,3,2,3,2,1,2
128,8,1,2,2,1,2,2
128,8,2,1,3,4,1,5
128,8,3,2,1,2,2,4
128,9,1,1,3,2,2,5
128,9,2,2,2,3,1,4
128,9,3,1,4,1,2,1
128,10,1,1,4,3,2,2
128,10,2,2,1,4,1,3
128,10,3,2,3,1,1,4
128,11,1,2,3,3,1,1
128,11,2,2,1,4,2,5
128,11,3,1,2,2,1,3
128,12,1,1,1,2,2,3
128,12,2,1,2,4,2,4
128,12,3,2,4,1,1,5
129,1,1,2,3,4,2,2
129,1,2,1,1,1,1,1
129,1,3,1,2,3,1,5
129,2,1,2,2,1,2,3
129,2,2,2,4,2,2,1
